date,account_id,service,team,env,cost_usd
14-01-2025,2.22222E+11,RDS,Web,prod,136.87
14-01-2025,3.33333E+11,Lambda,Data,dev,3.72
14-01-2025,1.11111E+11,RDS,Core,prod,118.19
14-01-2025,2.22222E+11,EC2,Core,prod,422.99
15-01-2025,3.33333E+11,RDS,Data,prod,109.8
15-01-2025,3.33333E+11,EC2,Data,dev,111.91
15-01-2025,1.11111E+11,RDS,Core,staging,53.97
15-01-2025,1.11111E+11,Lambda,Web,staging,14.78
15-01-2025,3.33333E+11,S3,Data,prod,145.36
15-01-2025,3.33333E+11,RDS,Web,prod,92.1
15-01-2025,1.11111E+11,RDS,Web,prod,71.37
15-01-2025,2.22222E+11,RDS,Data,staging,74.38
16-01-2025,1.11111E+11,S3,Data,staging,27.48
16-01-2025,2.22222E+11,S3,Web,prod,35.75
16-01-2025,2.22222E+11,Lambda,Core,prod,10.14
16-01-2025,1.11111E+11,EKS,Web,prod,114.17
16-01-2025,2.22222E+11,EKS,Data,prod,67.95
16-01-2025,1.11111E+11,Lambda,Data,staging,12.85
16-01-2025,3.33333E+11,S3,Web,prod,72.76
16-01-2025,3.33333E+11,Lambda,Data,prod,44.68
16-01-2025,1.11111E+11,RDS,Core,staging,57.21
16-01-2025,1.11111E+11,EC2,Core,prod,475.83
17-01-2025,3.33333E+11,EC2,Data,prod,371.5
17-01-2025,3.33333E+11,Lambda,Core,staging,11.66
17-01-2025,2.22222E+11,EKS,Data,prod,133.65
17-01-2025,3.33333E+11,EC2,Core,staging,180.72
17-01-2025,1.11111E+11,S3,Web,prod,80.2
17-01-2025,1.11111E+11,Lambda,Core,dev,17.02
17-01-2025,1.11111E+11,EKS,Core,staging,80.92
17-01-2025,3.33333E+11,Lambda,Web,prod,25.53
17-01-2025,2.22222E+11,Lambda,Web,dev,7.87
18-01-2025,3.33333E+11,EKS,Core,staging,89.8
18-01-2025,2.22222E+11,EKS,Data,staging,109.55
18-01-2025,3.33333E+11,RDS,Web,prod,88.21
18-01-2025,1.11111E+11,RDS,Data,prod,157.84
18-01-2025,2.22222E+11,S3,Data,prod,75.65
18-01-2025,3.33333E+11,EC2,Core,prod,439.28
18-01-2025,2.22222E+11,S3,Web,prod,54.02
18-01-2025,2.22222E+11,EKS,Data,prod,160.97
18-01-2025,2.22222E+11,EC2,Core,staging,180.41
19-01-2025,3.33333E+11,EC2,Web,prod,366.1
19-01-2025,1.11111E+11,RDS,Data,staging,61.54
19-01-2025,2.22222E+11,Lambda,Web,staging,12.73
19-01-2025,3.33333E+11,S3,Data,prod,82.94
19-01-2025,2.22222E+11,EKS,Core,prod,82.36
19-01-2025,3.33333E+11,EKS,Web,prod,206.82
19-01-2025,2.22222E+11,S3,Web,prod,94.65
19-01-2025,2.22222E+11,Lambda,Web,staging,3.77
19-01-2025,1.11111E+11,EKS,Core,staging,78.71
20-01-2025,1.11111E+11,RDS,Data,prod,151.34
20-01-2025,2.22222E+11,RDS,Data,staging,81.17
20-01-2025,2.22222E+11,RDS,Data,prod,175.83
20-01-2025,1.11111E+11,EKS,Core,staging,89.19
20-01-2025,1.11111E+11,RDS,Core,staging,55.42
20-01-2025,3.33333E+11,EC2,Core,dev,122.39
20-01-2025,1.11111E+11,EC2,Web,prod,425.42
21-01-2025,2.22222E+11,EC2,Web,dev,141.09
21-01-2025,2.22222E+11,RDS,Data,prod,180.47
21-01-2025,3.33333E+11,EC2,Core,dev,85.17
21-01-2025,1.11111E+11,Lambda,Core,dev,-0.16
21-01-2025,3.33333E+11,EKS,Data,dev,68.24
21-01-2025,1.11111E+11,EC2,Web,staging,160.92
21-01-2025,3.33333E+11,S3,Core,staging,30.6
22-01-2025,3.33333E+11,Lambda,Core,staging,11.64
22-01-2025,3.33333E+11,EC2,Data,prod,454.19
22-01-2025,3.33333E+11,RDS,Core,prod,53.7
22-01-2025,2.22222E+11,EC2,Data,staging,195.47
22-01-2025,1.11111E+11,EKS,Data,prod,198.14
22-01-2025,2.22222E+11,S3,Data,prod,72.91
22-01-2025,3.33333E+11,RDS,Web,staging,48.08
22-01-2025,3.33333E+11,EKS,Data,prod,171.51
23-01-2025,2.22222E+11,RDS,Core,staging,57.95
23-01-2025,1.11111E+11,RDS,Data,prod,153.92
23-01-2025,2.22222E+11,Lambda,Web,staging,15.83
23-01-2025,2.22222E+11,EC2,Data,staging,162.92
23-01-2025,1.11111E+11,EKS,Core,prod,146.97
23-01-2025,2.22222E+11,RDS,Data,dev,36.53
23-01-2025,3.33333E+11,RDS,Web,prod,128.1
23-01-2025,1.11111E+11,EC2,Core,staging,161.11
23-01-2025,2.22222E+11,Lambda,Core,staging,20.27
23-01-2025,3.33333E+11,EKS,Data,staging,85.86
24-01-2025,2.22222E+11,S3,Data,staging,55.3
24-01-2025,2.22222E+11,Lambda,Data,prod,49.16
24-01-2025,3.33333E+11,RDS,Data,dev,18.13
24-01-2025,3.33333E+11,RDS,Data,staging,80.4
24-01-2025,2.22222E+11,RDS,Data,prod,133.71
24-01-2025,3.33333E+11,S3,Data,prod,37.94
25-01-2025,3.33333E+11,S3,Core,prod,41.62
25-01-2025,2.22222E+11,RDS,Web,prod,137.38
25-01-2025,3.33333E+11,Lambda,Data,dev,-2.97
25-01-2025,1.11111E+11,RDS,Core,prod,51.13
25-01-2025,2.22222E+11,EC2,Web,prod,355.37
25-01-2025,2.22222E+11,EC2,Core,prod,423.22
25-01-2025,3.33333E+11,S3,Web,staging,49.44
25-01-2025,2.22222E+11,EC2,Core,prod,406.17
25-01-2025,2.22222E+11,EKS,Data,prod,144.39
25-01-2025,1.11111E+11,RDS,Data,prod,141.47
26-01-2025,2.22222E+11,EKS,Core,prod,168.72
26-01-2025,3.33333E+11,EC2,Core,prod,379.58
26-01-2025,3.33333E+11,RDS,Core,dev,7.69
26-01-2025,1.11111E+11,Lambda,Data,prod,-8.49
26-01-2025,3.33333E+11,S3,Web,prod,72.43
26-01-2025,2.22222E+11,RDS,Web,dev,35.02
27-01-2025,3.33333E+11,Lambda,Core,prod,46.51
27-01-2025,3.33333E+11,EC2,Core,prod,386.68
27-01-2025,2.22222E+11,EC2,Core,prod,378.83
27-01-2025,3.33333E+11,EC2,Core,prod,332.49
27-01-2025,2.22222E+11,Lambda,Data,prod,13.25
27-01-2025,1.11111E+11,RDS,Web,prod,157.87
27-01-2025,2.22222E+11,EC2,Web,prod,300.21
27-01-2025,2.22222E+11,Lambda,Web,staging,11.09
28-01-2025,2.22222E+11,EC2,Web,prod,357.49
28-01-2025,1.11111E+11,RDS,Core,prod,143.01
28-01-2025,1.11111E+11,RDS,Web,staging,43.43
28-01-2025,3.33333E+11,RDS,Data,prod,103.79
28-01-2025,3.33333E+11,RDS,Web,prod,116.95
28-01-2025,2.22222E+11,Lambda,Web,prod,39.18
28-01-2025,1.11111E+11,Lambda,Core,dev,-5.34
29-01-2025,3.33333E+11,RDS,Core,prod,149.36
29-01-2025,3.33333E+11,Lambda,Web,dev,13.91
29-01-2025,3.33333E+11,RDS,Web,prod,118.86
29-01-2025,1.11111E+11,EKS,Web,staging,130.64
29-01-2025,2.22222E+11,S3,Web,prod,82.67
29-01-2025,2.22222E+11,EC2,Data,prod,437.81
29-01-2025,2.22222E+11,RDS,Web,prod,129.79
29-01-2025,1.11111E+11,RDS,Data,staging,58.04
30-01-2025,3.33333E+11,EKS,Web,prod,69.83
30-01-2025,1.11111E+11,RDS,Data,prod,82.81
30-01-2025,2.22222E+11,Lambda,Core,staging,26.53
30-01-2025,3.33333E+11,EKS,Data,prod,186.54
30-01-2025,3.33333E+11,RDS,Web,staging,61.96
30-01-2025,3.33333E+11,EKS,Core,prod,140.11
30-01-2025,3.33333E+11,S3,Data,prod,89.67
30-01-2025,3.33333E+11,EKS,Core,prod,183.42
31-01-2025,1.11111E+11,S3,Data,prod,100.91
31-01-2025,3.33333E+11,EKS,Core,prod,170.39
31-01-2025,1.11111E+11,EKS,Core,prod,158.31
31-01-2025,1.11111E+11,EKS,Web,prod,146.37
31-01-2025,3.33333E+11,RDS,Data,staging,51.75
31-01-2025,2.22222E+11,S3,Data,prod,68.29
31-01-2025,2.22222E+11,S3,Web,prod,104.64
31-01-2025,1.11111E+11,EC2,Data,staging,185.04
31-01-2025,2.22222E+11,RDS,Web,prod,118.22
31-01-2025,1.11111E+11,RDS,Web,prod,62.37
01-02-2025,3.33333E+11,EKS,Core,prod,58.41
01-02-2025,2.22222E+11,RDS,Data,prod,168.08
01-02-2025,3.33333E+11,EKS,Data,dev,24.35
01-02-2025,1.11111E+11,S3,Web,prod,16.36
01-02-2025,2.22222E+11,EC2,Data,staging,266.09
01-02-2025,3.33333E+11,EKS,Data,dev,42.01
01-02-2025,3.33333E+11,S3,Data,dev,12.26
01-02-2025,1.11111E+11,Lambda,Web,prod,25.31
01-02-2025,1.11111E+11,EKS,Core,prod,184.39
01-02-2025,2.22222E+11,EC2,Web,prod,414.59
02-02-2025,1.11111E+11,EKS,Data,prod,198.94
02-02-2025,3.33333E+11,EKS,Web,prod,104.09
02-02-2025,2.22222E+11,Lambda,Data,dev,9.98
02-02-2025,3.33333E+11,EKS,Web,prod,202.61
02-02-2025,1.11111E+11,S3,Web,staging,55.6
02-02-2025,2.22222E+11,S3,Web,prod,97.68
02-02-2025,1.11111E+11,EC2,Data,prod,350.76
03-02-2025,1.11111E+11,EC2,Data,staging,180.16
03-02-2025,2.22222E+11,RDS,Data,prod,78.13
03-02-2025,1.11111E+11,Lambda,Data,prod,28.79
03-02-2025,1.11111E+11,S3,Core,prod,25.82
03-02-2025,2.22222E+11,Lambda,Web,prod,1.53
03-02-2025,3.33333E+11,S3,Core,prod,83.52
03-02-2025,2.22222E+11,EKS,Data,staging,68.66
03-02-2025,2.22222E+11,RDS,Web,prod,118.03
04-02-2025,2.22222E+11,RDS,Web,prod,146.51
04-02-2025,2.22222E+11,RDS,Data,staging,70.23
04-02-2025,1.11111E+11,EKS,Data,prod,178.14
04-02-2025,2.22222E+11,Lambda,Data,prod,21.67
04-02-2025,3.33333E+11,RDS,Core,dev,20.96
04-02-2025,3.33333E+11,EKS,Data,prod,93.11
05-02-2025,3.33333E+11,EKS,Data,staging,76.26
05-02-2025,1.11111E+11,Lambda,Data,prod,19.39
05-02-2025,1.11111E+11,Lambda,Data,staging,22.92
05-02-2025,3.33333E+11,S3,Web,prod,71.58
05-02-2025,3.33333E+11,EC2,Data,staging,207.96
05-02-2025,1.11111E+11,Lambda,Data,staging,4.72
06-02-2025,2.22222E+11,RDS,Web,prod,120.66
06-02-2025,1.11111E+11,S3,Web,dev,13.5
06-02-2025,2.22222E+11,Lambda,Web,dev,21.49
06-02-2025,1.11111E+11,RDS,Data,dev,36.63
06-02-2025,2.22222E+11,RDS,Core,prod,38.45
06-02-2025,1.11111E+11,S3,Core,staging,28.49
07-02-2025,3.33333E+11,RDS,Core,staging,86.69
07-02-2025,1.11111E+11,RDS,Web,prod,78
07-02-2025,2.22222E+11,RDS,Web,prod,139.95
07-02-2025,3.33333E+11,RDS,Core,staging,43.66
07-02-2025,2.22222E+11,EC2,Web,dev,133.57
07-02-2025,3.33333E+11,RDS,Web,prod,78.18
07-02-2025,1.11111E+11,EKS,Web,prod,135.68
07-02-2025,2.22222E+11,EC2,Core,prod,380.3
07-02-2025,1.11111E+11,RDS,Data,prod,130.84
08-02-2025,3.33333E+11,S3,Data,prod,100.47
08-02-2025,3.33333E+11,Lambda,Data,prod,22.96
08-02-2025,3.33333E+11,S3,Data,staging,51.21
08-02-2025,2.22222E+11,Lambda,Data,dev,6.75
08-02-2025,2.22222E+11,EC2,Web,prod,319.82
08-02-2025,2.22222E+11,EKS,Core,staging,50.1
08-02-2025,1.11111E+11,RDS,Web,dev,18.48
09-02-2025,1.11111E+11,EKS,Data,prod,180.49
09-02-2025,1.11111E+11,EKS,Core,staging,74.33
09-02-2025,3.33333E+11,Lambda,Core,prod,20.85
09-02-2025,2.22222E+11,S3,Core,staging,37.73
09-02-2025,1.11111E+11,EC2,Web,prod,404
09-02-2025,1.11111E+11,S3,Data,staging,46.78
09-02-2025,3.33333E+11,EC2,Data,staging,139.48
09-02-2025,1.11111E+11,S3,Web,prod,132.61
10-02-2025,1.11111E+11,EC2,Core,prod,340.19
10-02-2025,1.11111E+11,Lambda,Data,prod,19.61
10-02-2025,2.22222E+11,EC2,Core,staging,175.4
10-02-2025,3.33333E+11,EC2,Web,prod,418.97
10-02-2025,2.22222E+11,RDS,Web,prod,80.76
10-02-2025,2.22222E+11,Lambda,Core,dev,15.03
10-02-2025,1.11111E+11,Lambda,Data,prod,20.49
11-02-2025,1.11111E+11,EKS,Data,prod,160.76
11-02-2025,1.11111E+11,EKS,Web,dev,43.85
11-02-2025,1.11111E+11,EC2,Data,prod,489.48
11-02-2025,1.11111E+11,S3,Data,prod,104.53
11-02-2025,3.33333E+11,Lambda,Web,prod,33.43
11-02-2025,3.33333E+11,Lambda,Data,prod,17.73
12-02-2025,2.22222E+11,EC2,Web,prod,450.16
12-02-2025,3.33333E+11,Lambda,Web,staging,3.9
12-02-2025,2.22222E+11,EKS,Core,prod,111.16
12-02-2025,2.22222E+11,EKS,Data,staging,59.72
12-02-2025,2.22222E+11,EKS,Data,staging,46.54
12-02-2025,2.22222E+11,S3,Web,dev,0.35
12-02-2025,1.11111E+11,EC2,Core,prod,429.27
12-02-2025,1.11111E+11,RDS,Core,prod,88.05
12-02-2025,3.33333E+11,Lambda,Web,prod,36.15
12-02-2025,1.11111E+11,EKS,Data,dev,76.95
13-02-2025,3.33333E+11,EC2,Data,prod,401.93
13-02-2025,2.22222E+11,EC2,Web,prod,434.01
13-02-2025,1.11111E+11,EKS,Core,staging,95.86
13-02-2025,2.22222E+11,Lambda,Data,prod,16.81
13-02-2025,2.22222E+11,Lambda,Core,staging,28.44
13-02-2025,3.33333E+11,Lambda,Web,staging,6.81
13-02-2025,3.33333E+11,EC2,Web,dev,117.69
13-02-2025,3.33333E+11,RDS,Core,prod,130.55
13-02-2025,3.33333E+11,RDS,Data,prod,88.94
14-02-2025,1.11111E+11,Lambda,Web,prod,-5.91
14-02-2025,1.11111E+11,EC2,Core,staging,160.94
14-02-2025,1.11111E+11,EKS,Data,prod,192.56
14-02-2025,1.11111E+11,RDS,Data,staging,44.08
14-02-2025,3.33333E+11,Lambda,Core,dev,2.84
14-02-2025,1.11111E+11,S3,Web,prod,66.26
14-02-2025,1.11111E+11,RDS,Data,staging,61.86
15-02-2025,3.33333E+11,EKS,Data,prod,155.07
15-02-2025,3.33333E+11,EC2,Data,prod,317.8
15-02-2025,2.22222E+11,Lambda,Data,prod,13.17
15-02-2025,2.22222E+11,EC2,Core,prod,291.68
15-02-2025,3.33333E+11,EC2,Core,prod,350.76
15-02-2025,1.11111E+11,S3,Data,prod,87.1
15-02-2025,1.11111E+11,EC2,Data,staging,109.6
15-02-2025,1.11111E+11,S3,Data,prod,73.23
15-02-2025,1.11111E+11,Lambda,Web,staging,20.05
16-02-2025,1.11111E+11,EKS,Web,prod,95.44
16-02-2025,1.11111E+11,EKS,Core,staging,84.42
16-02-2025,3.33333E+11,EKS,Web,prod,170.45
16-02-2025,3.33333E+11,EKS,Data,prod,162.39
16-02-2025,1.11111E+11,RDS,Core,staging,78.12
16-02-2025,3.33333E+11,EKS,Web,dev,7.58
16-02-2025,1.11111E+11,EKS,Core,prod,199.57
16-02-2025,3.33333E+11,EKS,Web,prod,94.3
17-02-2025,3.33333E+11,RDS,Core,prod,130.42
17-02-2025,1.11111E+11,EC2,Web,prod,491.99
17-02-2025,3.33333E+11,Lambda,Core,dev,-0.76
17-02-2025,2.22222E+11,RDS,Web,dev,33.71
17-02-2025,3.33333E+11,S3,Core,prod,76.09
17-02-2025,2.22222E+11,S3,Core,prod,124.79
17-02-2025,3.33333E+11,EC2,Core,dev,104.26
17-02-2025,3.33333E+11,EKS,Data,staging,91.33
18-02-2025,2.22222E+11,Lambda,Web,prod,42.58
18-02-2025,3.33333E+11,RDS,Web,prod,147.3
18-02-2025,2.22222E+11,EC2,Data,prod,386.18
18-02-2025,2.22222E+11,RDS,Web,prod,118.06
18-02-2025,3.33333E+11,EC2,Data,prod,316.66
18-02-2025,1.11111E+11,EC2,Data,staging,252.74
18-02-2025,1.11111E+11,EC2,Web,prod,406.12
18-02-2025,2.22222E+11,EKS,Web,prod,152.1
18-02-2025,3.33333E+11,EC2,Data,dev,97.49
18-02-2025,3.33333E+11,S3,Data,prod,70.79
19-02-2025,1.11111E+11,EC2,Data,prod,376.29
19-02-2025,2.22222E+11,EC2,Web,prod,495.01
19-02-2025,1.11111E+11,S3,Web,prod,82.22
19-02-2025,2.22222E+11,Lambda,Web,prod,23.82
19-02-2025,2.22222E+11,RDS,Data,prod,86.32
19-02-2025,2.22222E+11,Lambda,Core,staging,-1.23
19-02-2025,3.33333E+11,RDS,Core,prod,138.47
19-02-2025,3.33333E+11,EKS,Data,prod,77.55
19-02-2025,3.33333E+11,Lambda,Core,prod,43.43
19-02-2025,3.33333E+11,S3,Data,prod,100.83
20-02-2025,1.11111E+11,Lambda,Web,dev,-3.7
20-02-2025,2.22222E+11,Lambda,Data,prod,31.48
20-02-2025,2.22222E+11,S3,Web,staging,61.67
20-02-2025,3.33333E+11,Lambda,Core,prod,13.72
20-02-2025,2.22222E+11,Lambda,Data,prod,23.55
20-02-2025,2.22222E+11,S3,Core,prod,71.34
20-02-2025,2.22222E+11,S3,Core,dev,21.49
20-02-2025,1.11111E+11,EC2,Data,staging,173.65
20-02-2025,1.11111E+11,Lambda,Web,staging,12.44
21-02-2025,1.11111E+11,RDS,Web,prod,119.08
21-02-2025,2.22222E+11,S3,Core,prod,81.88
21-02-2025,3.33333E+11,Lambda,Core,staging,-10.24
21-02-2025,1.11111E+11,EKS,Data,staging,38
21-02-2025,1.11111E+11,EKS,Web,prod,150.3
21-02-2025,3.33333E+11,EKS,Core,prod,177.18
21-02-2025,2.22222E+11,EKS,Core,prod,178.33
21-02-2025,3.33333E+11,EKS,Data,staging,49.41
21-02-2025,2.22222E+11,Lambda,Web,prod,10.32
21-02-2025,1.11111E+11,S3,Web,prod,84.89
22-02-2025,1.11111E+11,EKS,Data,prod,220.81
22-02-2025,1.11111E+11,Lambda,Core,prod,44.34
22-02-2025,1.11111E+11,RDS,Data,dev,51.04
22-02-2025,1.11111E+11,EKS,Core,dev,49.5
22-02-2025,1.11111E+11,EKS,Data,dev,89.96
22-02-2025,2.22222E+11,EC2,Data,prod,345.32
22-02-2025,1.11111E+11,EKS,Core,prod,131.61
22-02-2025,1.11111E+11,RDS,Core,staging,73.88
23-02-2025,1.11111E+11,S3,Core,prod,85.68
23-02-2025,2.22222E+11,S3,Web,prod,90.13
23-02-2025,3.33333E+11,EC2,Core,prod,269.11
23-02-2025,1.11111E+11,S3,Web,dev,6.57
23-02-2025,3.33333E+11,Lambda,Data,prod,25.09
23-02-2025,2.22222E+11,S3,Data,prod,72.78
23-02-2025,1.11111E+11,EKS,Web,staging,44.9
23-02-2025,2.22222E+11,EC2,Core,staging,172.08
24-02-2025,3.33333E+11,Lambda,Core,prod,19.73
24-02-2025,3.33333E+11,S3,Web,prod,94.99
24-02-2025,2.22222E+11,EC2,Web,prod,250.81
24-02-2025,3.33333E+11,EKS,Core,staging,72.99
24-02-2025,1.11111E+11,Lambda,Data,prod,23.74
24-02-2025,3.33333E+11,Lambda,Web,staging,21.21
24-02-2025,3.33333E+11,Lambda,Core,prod,4.51
24-02-2025,2.22222E+11,EC2,Web,prod,316.71
24-02-2025,2.22222E+11,RDS,Web,prod,153.9
25-02-2025,2.22222E+11,S3,Web,staging,1.35
25-02-2025,1.11111E+11,Lambda,Web,staging,3.87
25-02-2025,1.11111E+11,EC2,Data,prod,355.81
25-02-2025,3.33333E+11,S3,Web,prod,82.16
25-02-2025,3.33333E+11,EKS,Web,prod,116.06
25-02-2025,1.11111E+11,EC2,Web,staging,192.08
26-02-2025,1.11111E+11,RDS,Core,prod,132.51
26-02-2025,1.11111E+11,EC2,Data,dev,124.05
26-02-2025,3.33333E+11,EKS,Web,prod,141.59
26-02-2025,1.11111E+11,S3,Data,prod,65.28
26-02-2025,1.11111E+11,RDS,Data,prod,113.49
26-02-2025,2.22222E+11,EKS,Data,staging,63.14
26-02-2025,2.22222E+11,RDS,Core,prod,131.69
26-02-2025,2.22222E+11,RDS,Web,prod,158.88
26-02-2025,1.11111E+11,EKS,Core,prod,211.69
27-02-2025,3.33333E+11,RDS,Data,prod,145.86
27-02-2025,2.22222E+11,RDS,Data,prod,103.53
27-02-2025,3.33333E+11,EKS,Core,staging,72.81
27-02-2025,2.22222E+11,EKS,Core,staging,86.73
27-02-2025,2.22222E+11,Lambda,Data,prod,26.61
27-02-2025,1.11111E+11,EC2,Web,prod,366.67
27-02-2025,2.22222E+11,Lambda,Web,staging,16.12
28-02-2025,1.11111E+11,Lambda,Web,staging,31.51
28-02-2025,1.11111E+11,S3,Core,prod,90.91
28-02-2025,3.33333E+11,RDS,Data,prod,84.77
28-02-2025,3.33333E+11,EC2,Web,prod,443.35
28-02-2025,2.22222E+11,RDS,Data,prod,133.44
28-02-2025,1.11111E+11,Lambda,Core,prod,39.51
01-03-2025,2.22222E+11,RDS,Core,dev,35.76
01-03-2025,1.11111E+11,S3,Data,prod,63.27
01-03-2025,3.33333E+11,EC2,Data,staging,172.3
01-03-2025,3.33333E+11,EKS,Core,dev,27.93
01-03-2025,2.22222E+11,EKS,Core,prod,159.8
01-03-2025,1.11111E+11,EKS,Core,dev,47.42
01-03-2025,2.22222E+11,EC2,Web,dev,123.23
01-03-2025,2.22222E+11,RDS,Web,prod,123.21
01-03-2025,3.33333E+11,RDS,Data,staging,85.3
